GeneSet	BM448.CG2.LUC.mCherry.no71	BM449.CG2.LUC.mCherry.no75	BM455.CG2.LUC.mCherry.no84	BM462.CG2.LUC.mCherry.no98	BM472.CG2.RAS.mCherry.no77	BM508.CG2.RAS.mCherry.no79	BM522.CG2.RAS.mCherry.no70	BM458.MIC.LUC.mCherry.no102	BM474.MIC.LUC.mCherry.no106	BM485.MIC.LUC.mCherry.no110
Cntrl	61.35	68.72	44.6	71.36	71.68	42.13	40.85	61.03	41.14	66.82
Nmrk2	0.0	0.05	0.0	0.05	0.0	0.03	0.0	0.0	0.04	0.0
Krt39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4950	0.49	0.57	0.32	0.22	0.44	0.44	0.51	0.3	0.61	0.13
Incenp	78.21	99.35	94.49	86.94	69.15	155.49	68.58	41.05	52.57	92.51
Nmrk1	5.74	8.05	6.74	9.96	10.23	5.72	5.6	2.86	5.1	5.98
Gm4951	0.03	0.07	0.03	0.0	0.07	0.52	0.12	0.12	0.08	0.07
Ncapd2	163.51	222.2	176.77	163.97	149.78	184.43	110.78	69.16	105.75	171.19
Gm4952	0.11	0.0	0.03	0.04	0.08	0.09	0.04	0.0	0.09	0.11
Ncapd3	41.85	56.53	44.01	55.63	40.79	56.79	35.47	22.18	32.09	51.95
Srsf11	172.11	235.48	149.35	223.69	231.27	187.88	204.09	107.12	155.0	132.45
Gm3625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Srsf12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.09	0.14
Srsf10	132.37	178.65	145.91	134.41	165.42	175.84	136.66	90.74	120.13	110.04
Gm3629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0
Pfpl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cfap157	0.0	0.0	0.13	0.0	0.05	0.04	0.0	0.0	0.0	0.0
Ttbk2	3.88	6.18	6.26	7.6	5.19	2.67	3.33	2.03	3.51	2.7
Ttbk1	0.03	0.04	0.01	0.0	0.11	0.09	0.1	0.19	0.19	0.11
Krt31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plac8l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rasl2-9	0.15	0.39	0.0	0.0	0.19	0.07	0.0	0.0	0.07	0.2
Plscr1	131.18	187.28	112.9	178.91	152.59	109.68	245.93	47.3	47.62	51.59
Dcps	59.9	61.05	60.08	57.84	64.47	48.85	52.56	24.68	34.11	33.57
Plscr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Opn1mw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plscr4	5.06	7.27	6.49	9.48	10.28	7.09	3.66	0.26	1.73	0.9
Plscr3	23.27	24.83	18.64	19.48	46.67	22.87	33.29	18.55	41.98	28.89
Plscr2	3.13	4.59	2.15	9.21	1.35	2.68	4.74	0.07	1.8	0.16
Gm4922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4924	1.71	3.81	2.73	4.79	4.21	1.57	1.43	0.39	2.01	0.79
Zc3hav1l	3.29	4.68	2.86	6.51	3.98	1.58	2.32	1.44	4.32	2.18
1700027J19Rik	41.45	27.4	23.98	39.81	33.65	10.59	31.07	0.0	0.19	0.0
Ncapg2	32.26	40.34	57.52	42.53	26.68	48.55	21.01	15.98	22.98	39.18
Cfap126	2.59	5.01	3.97	3.2	6.78	3.59	3.93	0.66	1.04	0.71
Grin1	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.1	0.19
Dpysl2	2.99	4.31	3.31	5.65	3.75	2.63	3.5	4.27	2.81	4.37
Dpysl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.06
Krt18	0.18	0.27	0.11	0.07	0.07	0.05	0.06	1.32	20.07	1.75
Dpysl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03
Krt19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dpysl5	0.02	0.22	0.0	0.34	0.17	0.0	0.0	0.0	0.01	0.0
Krt16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2700049A03Rik	12.21	13.92	11.99	18.08	13.82	8.53	10.56	4.67	6.67	6.33
Krt17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Noxo1	0.41	1.37	0.65	1.13	1.07	0.83	0.8	0.41	2.04	1.16
Krt14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grina	54.22	20.43	35.94	8.11	15.42	104.8	41.59	119.53	147.19	296.19
Gm3604	4.17	2.32	5.64	5.66	4.47	0.85	3.59	1.65	1.61	2.37
Krt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt13	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
Krt10	0.85	2.5	1.91	2.68	0.42	0.0	0.52	1.85	0.35	1.68
Lrpprc	78.16	54.34	76.02	67.18	71.93	36.61	68.3	13.87	22.19	22.44
6030468B19Rik	0.8	0.27	0.3	0.18	0.09	3.43	0.08	0.57	4.4	4.31
Srgap1	0.09	0.17	0.06	0.15	0.05	0.22	0.05	0.03	0.03	0.06
Polg2	5.16	6.0	4.21	5.05	7.29	3.59	4.38	5.73	5.2	4.93
Srgap2	26.71	29.29	16.2	21.97	23.71	16.11	24.64	22.88	19.16	32.86
Srgap3	2.62	1.72	0.62	0.6	8.66	2.1	3.46	1.46	8.06	2.53
Ocrl	38.05	92.21	27.57	81.25	69.73	8.55	33.12	6.15	18.2	10.71
Tmod1	109.22	105.57	95.24	139.23	28.4	33.78	52.18	8.46	34.78	29.48
Pcid2	18.0	23.78	19.24	26.55	28.69	19.33	22.48	15.6	15.62	14.65
Tmod4	0.54	0.57	0.81	0.84	0.15	0.23	0.0	0.8	0.6	1.16
Tmod2	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.08
Tmod3	110.44	124.4	81.94	110.07	108.92	71.85	119.03	88.19	57.46	82.43
Mill2	0.47	0.43	0.17	0.0	1.04	0.2	0.6	0.1	3.29	0.03
Mill1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grip2	0.02	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0
Pkmyt1	16.97	24.28	15.83	19.31	17.45	19.63	13.9	10.45	15.37	22.45
Iscu	63.66	62.25	60.95	61.78	69.05	76.04	60.78	79.97	81.11	73.59
Cybrd1	0.15	0.07	0.04	0.05	0.08	0.09	0.25	0.02	0.0	0.02
Slc52a2	7.11	6.16	5.59	6.71	12.38	5.8	8.16	4.74	5.67	4.44
BC147527	1.12	0.21	0.0	0.0	0.41	0.57	0.37	10.93	11.41	11.68
Slc52a3	0.22	0.13	0.06	0.09	0.04	0.15	0.26	0.57	0.33	0.3
Tsc2	21.67	23.98	17.84	23.4	25.97	65.55	20.9	10.46	12.64	13.81
Tsc1	12.18	14.39	11.27	13.94	13.83	10.33	9.42	6.67	11.09	9.8
Gm16513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccnyl1	2.27	2.76	2.28	1.59	4.94	2.8	3.49	8.11	2.79	6.42
H1fnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H1foo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olig3	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.03
Gm16519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt78	0.0	0.03	0.02	0.0	0.03	0.0	0.0	0.0	0.0	0.0
Krt79	0.0	0.0	0.0	0.0	0.04	0.03	0.04	0.0	0.0	0.0
Krt76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fiz1	31.47	29.8	20.43	22.87	33.34	17.94	24.08	13.0	19.37	19.6
Krt77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olig2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olig1	0.0	0.04	0.04	0.08	0.0	0.0	0.0	0.0	0.0	0.0
Krt72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcif1	39.75	44.44	33.96	37.47	38.05	43.89	35.32	25.2	30.73	40.95
Glyat	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.09
Krt42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Metrnl	29.45	41.64	4.71	33.86	11.2	5.89	48.78	11.22	8.2	13.81
Pou5f2	0.06	0.27	0.0	0.13	0.13	0.0	0.0	0.12	0.1	0.19
Pou5f1	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.05
Krt40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fyco1	9.35	8.37	6.21	9.8	13.19	5.12	5.16	6.25	8.67	7.45
Cfap100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cntln	17.72	22.85	9.43	28.29	26.15	2.34	17.66	5.72	13.12	10.04
Cntn4	0.0	0.0	0.0	0.0	0.06	0.38	0.0	0.0	0.0	0.0
Cntn3	6.56	12.09	2.81	11.36	2.75	0.23	4.61	0.0	0.09	0.0
Cntn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0
Dctd	14.26	14.49	14.3	19.41	25.17	8.17	10.14	4.49	19.43	3.48
Cntn1	0.09	0.0	0.21	0.21	0.0	0.02	0.0	0.05	0.02	0.06
Cntn6	0.0	0.0	0.0	0.0	0.0	0.02	0.05	0.0	0.0	0.0
Cntn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Auts2	4.04	5.69	1.16	7.64	4.46	0.16	4.02	0.16	0.64	0.12
Gm28510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxld1	5.4	8.05	8.99	10.11	12.63	8.53	6.15	3.45	3.07	2.82
Tsfm	33.98	28.58	28.54	30.36	32.87	22.9	28.61	10.0	15.86	10.92
4933405L10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.06
Cytl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fdft1	8.65	9.12	11.44	13.5	12.07	14.13	12.23	7.12	11.51	13.49
Hpf1	98.54	95.05	115.25	95.96	77.08	151.88	85.58	37.59	48.24	66.93
Hpdl	0.32	0.16	0.21	0.41	0.7	0.46	0.37	0.12	0.31	0.04
Gadd45gip1	18.51	15.03	22.63	19.69	17.91	23.68	18.36	5.21	13.13	9.99
Angpt1	25.95	109.29	33.55	68.04	171.58	34.68	112.09	3.81	105.77	5.38
Angpt2	0.0	0.03	0.0	0.0	0.15	0.0	0.05	0.01	0.12	0.0
Angpt4	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Pold2	51.79	56.91	56.54	55.63	72.01	68.04	51.79	16.21	30.51	26.78
Pold1	78.45	91.26	68.92	93.21	80.59	70.66	69.94	52.66	57.9	69.07
Ldoc1l	0.27	0.04	0.22	0.37	0.73	0.18	0.47	2.49	2.49	2.52
4932411N23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0
Hpca	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
Pold4	27.74	27.03	18.13	26.24	39.19	20.25	34.86	38.99	31.55	39.1
Pold3	47.01	52.31	47.0	50.42	46.26	52.71	32.99	35.03	35.17	45.06
Cytip	68.55	76.68	48.04	56.92	59.21	25.87	49.1	115.96	64.12	123.62
Apol11a	0.24	8.83	2.66	9.17	0.94	15.86	3.55	0.53	9.68	5.21
Apol11b	7.92	68.79	32.88	41.93	10.66	315.04	58.27	59.39	305.7	70.68
Dynap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100pbp	15.68	19.6	21.35	22.8	15.64	16.66	16.75	8.61	17.53	13.5
Pole3	58.24	92.88	77.58	70.8	89.05	83.34	55.18	17.49	36.26	36.25
Pole2	30.38	37.51	37.68	46.3	33.95	21.83	20.77	9.21	14.27	17.17
Spen	31.24	37.03	25.77	37.9	29.48	26.06	22.02	22.07	25.83	30.35
Pole4	83.25	104.47	81.15	109.21	92.6	50.05	76.15	40.33	51.46	54.8
Gm16505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spg7	75.74	60.62	48.03	65.99	53.12	40.39	61.66	22.98	27.74	33.22
Gm16503	0.0	0.08	0.09	0.28	0.05	0.0	0.02	0.0	0.49	0.02
2810459M11Rik	0.0	0.03	0.02	0.0	0.08	0.05	0.0	0.0	0.02	0.02
Tshr	0.14	0.04	0.18	0.02	0.16	0.0	0.13	0.67	0.39	1.69
Krt81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Krt82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptpn18	64.08	45.48	37.58	35.06	49.25	36.85	69.18	53.73	69.84	68.2
Krt80	0.65	0.37	0.43	0.1	0.25	0.18	0.14	16.48	8.03	19.06
Apol10b	0.04	0.54	0.35	0.7	0.18	0.73	0.41	0.08	0.71	0.13
Gm16506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apol10a	0.08	0.84	0.83	0.09	0.21	3.83	0.66	0.59	6.82	1.83
Ptpn11	121.08	198.02	77.77	118.42	165.34	46.97	109.2	25.72	34.39	34.28
Ptpn12	76.55	77.27	66.92	84.67	86.06	101.88	96.1	42.99	48.73	50.73
Krt87	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt86	0.21	0.0	0.0	0.0	0.0	0.03	0.0	0.63	0.11	1.24
Ptpn13	0.11	0.09	0.07	0.1	0.11	3.79	0.5	0.15	1.14	0.62
Krt83	1.71	0.37	0.15	0.09	0.0	0.25	0.57	4.04	0.28	4.4
Ptpn14	4.43	8.61	4.07	8.41	9.6	0.71	6.27	0.6	2.21	0.37
Krt84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smug1	2.98	3.97	3.7	4.66	4.1	1.78	1.53	2.84	4.12	2.91
1600002K03Rik	11.39	13.48	13.22	19.86	16.08	14.01	13.9	6.79	6.2	6.43
Hsh2d	11.46	3.62	5.36	1.62	0.94	4.34	1.86	14.39	11.09	15.62
Krt90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kynu	0.46	0.0	0.08	0.0	0.11	0.54	0.27	7.72	3.32	5.22
Sardh	0.14	0.74	0.64	2.73	2.32	0.84	2.04	0.0	0.7	0.14
Speg	0.0	0.11	0.0	0.0	0.15	0.15	0.0	0.0	0.7	0.08
Ptpn22	17.19	24.73	5.84	4.19	27.43	11.36	13.61	45.54	33.33	37.54
Phxr2	0.0	0.0	0.07	0.25	0.32	0.0	0.0	0.14	0.12	0.06
Ptpn23	8.72	9.3	5.89	8.73	9.08	6.53	8.12	6.23	8.03	6.41
Dcxr	13.04	16.88	9.88	20.59	35.58	13.05	23.64	4.9	7.67	8.47
Ptpn20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
Ptpn21	1.71	2.28	1.4	3.79	4.51	0.66	1.63	0.79	2.8	1.17
Marcks	2.86	0.68	1.56	0.42	0.65	4.84	2.58	12.34	9.93	19.65
Tshb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spi1	52.68	7.46	11.96	2.37	4.1	6.18	5.41	189.44	90.9	246.63
Nampt	33.5	36.38	32.62	30.6	36.02	33.7	36.64	23.77	23.81	41.51
Eepd1	2.12	0.89	0.92	0.7	1.37	0.23	0.9	6.65	2.87	7.81
Tex44	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex40	0.56	1.03	0.11	1.64	0.12	0.17	1.24	0.0	0.19	0.0
Ism1	0.0	0.0	0.0	0.0	0.0	0.08	0.33	0.0	0.12	0.0
Ism2	0.0	0.54	0.0	0.0	0.04	0.0	0.0	0.0	0.1	0.09
2610507B11Rik	86.66	84.64	73.13	94.8	97.48	63.59	76.64	34.07	51.27	51.95
Twist2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Twist1	2.88	49.73	17.6	57.49	172.06	8.56	68.04	0.07	0.09	0.0
Gm15262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plac8	228.33	71.6	127.89	15.35	1011.84	38.4	128.45	579.88	359.93	877.43
Commd8	71.67	82.77	75.03	79.05	71.97	72.8	59.8	73.85	45.71	80.06
Commd9	10.68	16.04	10.57	12.34	18.13	13.33	13.45	7.93	9.84	8.63
Hpgd	0.3	1.75	0.46	0.39	0.43	0.34	0.2	6.91	3.09	6.58
Tnrc18	12.72	11.23	11.17	11.97	7.45	4.64	9.81	27.92	12.58	37.06
Plac1	0.0	0.0	0.0	0.11	0.18	0.06	0.14	0.0	0.0	0.0
Isl1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.37	0.0	0.1
Arhgap6	38.81	72.9	27.5	40.58	48.18	52.88	78.84	1.38	21.49	1.6
Wipf3	0.25	0.0	0.09	0.24	0.04	0.02	0.19	0.08	0.5	0.15
Lpgat1	8.15	3.06	2.57	1.13	4.89	2.64	5.05	46.79	28.87	55.12
Arhgap5	11.11	7.02	10.41	19.31	11.16	6.25	7.64	2.46	3.54	2.03
Wipf2	8.68	12.27	7.95	12.74	10.97	7.45	7.05	8.26	8.13	11.98
4930402H24Rik	5.08	5.52	3.73	8.32	9.03	7.62	5.0	5.0	3.34	8.27
Arhgap4	33.56	18.64	15.11	19.42	18.33	15.17	21.24	92.42	49.02	92.18
Isl2	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0
Wipf1	58.12	68.43	39.01	65.33	81.33	19.8	73.72	75.43	51.84	74.65
Gmds	16.44	18.5	12.67	12.93	17.99	8.87	23.56	4.07	13.33	6.55
Arhgap1	84.35	81.67	67.88	85.83	82.59	63.92	84.62	54.84	48.8	64.94
1700064H15Rik	0.25	0.58	0.24	0.57	0.28	0.19	0.0	0.0	0.0	0.39
Tubgcp2	33.14	40.8	31.07	34.93	35.89	33.38	27.11	13.76	19.08	23.21
Arhgap9	39.54	20.41	20.75	18.74	27.53	42.0	30.67	91.66	46.53	116.6
Gm28576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arhgap8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3591	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0
Ncstn	52.14	63.65	36.92	58.59	58.46	42.38	52.91	38.77	38.83	51.68
Tex29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.33	0.0
Tex28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tslp	1.5	1.89	0.91	2.94	1.72	0.29	1.05	0.29	0.06	0.98
Tex26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.23
Gm15293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15294	0.26	0.21	0.0	0.3	0.3	0.4	0.26	0.11	0.0	0.07
Tex24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex22	0.24	0.0	0.0	0.0	0.0	0.0	0.12	0.05	0.0	0.09
Tex21	0.0	0.13	0.16	0.11	0.0	0.66	0.0	0.0	0.0	0.1
Gpihbp1	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rpl7a-ps5	0.71	0.0	1.96	1.36	0.7	0.74	0.47	0.0	0.0	1.43
Rpl7a-ps3	0.65	0.83	0.45	0.0	0.68	0.8	0.24	0.0	0.54	0.33
Krtap24-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm42878	0.42	0.34	0.31	0.39	0.44	0.24	0.09	0.55	0.17	0.19
Cyp8b1	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0
Tsks	0.14	0.32	0.0	0.0	0.0	0.2	1.03	0.0	0.0	0.0
Tex38	1.1	0.75	0.72	0.61	0.96	0.08	0.55	0.14	0.09	0.08
Gmfb	40.47	40.31	52.61	60.44	59.09	41.1	46.34	28.83	32.9	35.34
Tex37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gmfg	268.49	345.54	139.56	208.08	111.05	101.71	251.01	355.18	238.86	447.67
Tex33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D430041D05Rik	0.0	0.0	0.02	0.0	0.04	2.22	5.83	0.0	0.0	0.0
Tex30	32.55	44.12	53.14	55.95	60.16	42.29	48.58	12.29	20.63	20.63
L3hypdh	0.98	0.36	0.57	0.25	0.54	0.1	0.25	0.0	0.08	0.0
Pga5	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0
Tsku	0.0	0.19	0.0	0.08	0.0	0.05	0.04	0.04	0.06	0.05
Spic	0.59	1.43	0.7	0.41	0.97	0.95	0.59	1.94	2.18	1.13
Spib	0.15	0.83	0.0	0.13	0.9	0.42	0.47	84.86	75.44	85.99
Islr	0.0	0.05	0.0	0.4	0.0	0.0	0.0	0.0	0.63	0.2
5830473C10Rik	0.14	0.2	0.07	0.04	0.08	0.03	0.57	0.0	0.0	0.0
Snx19	13.23	17.4	9.73	18.52	19.1	9.22	14.07	6.91	8.73	8.64
Cdyl2	0.37	0.54	0.22	0.45	2.3	1.4	1.86	5.13	3.09	5.67
Snx18	8.95	4.81	5.12	5.18	4.01	2.43	4.05	24.95	13.86	41.38
Snx15	22.86	18.67	25.23	17.84	16.48	35.65	21.38	19.43	39.95	23.9
Snx14	29.71	29.59	23.19	35.38	39.0	21.54	38.28	12.62	14.9	13.75
Snx17	52.2	56.17	48.8	53.58	70.39	47.16	61.5	35.8	38.62	46.98
Jkamp	17.47	20.47	17.43	24.25	22.53	12.51	16.23	9.75	12.5	10.35
Snx16	1.94	2.99	1.93	3.06	3.07	2.53	2.43	1.92	3.29	0.73
Tnfrsf4	1.0	2.15	1.38	2.66	2.72	2.67	2.08	2.26	2.87	2.7
Tnfrsf8	0.12	0.0	0.04	0.0	0.08	0.06	1.35	0.73	0.3	0.55
Gmip	31.35	18.52	11.47	18.51	27.48	10.24	24.79	90.72	44.18	98.48
Ddb1	291.52	299.81	291.39	312.1	325.16	295.09	265.72	71.18	127.92	113.98
Ddb2	12.59	10.93	11.91	16.42	8.14	6.85	7.06	10.31	12.47	10.98
Clec4a1	2.73	1.89	1.79	0.78	1.23	1.27	0.48	30.18	10.23	28.16
Clec4a3	5.98	2.74	1.77	1.01	1.53	2.01	2.12	54.75	22.73	46.33
Clec4a2	39.82	2.58	11.71	0.88	1.05	2.55	2.69	155.04	35.22	187.04
Adcy3	3.35	2.44	1.78	3.24	4.58	0.54	4.98	1.53	1.54	1.69
Snx22	1.31	1.17	2.96	1.04	1.37	7.58	1.73	3.05	16.89	20.03
Adcy4	0.18	0.03	0.09	0.08	0.03	0.11	0.1	0.0	0.04	0.06
Snx21	2.08	2.15	1.34	1.1	1.39	2.54	3.07	0.96	0.82	1.6
Adcy1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snx24	0.22	0.21	0.0	0.1	0.05	0.27	0.09	0.22	0.22	0.65
Adcy2	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
2610301B20Rik	6.05	8.2	7.85	8.94	15.69	8.45	11.48	2.97	6.81	4.15
Adcy7	56.66	88.24	50.14	90.7	62.64	95.24	94.86	35.19	32.34	37.29
Ispd	0.48	1.45	0.65	1.35	1.29	1.23	1.33	0.16	1.09	0.28
Adcy8	0.0	0.0	0.0	0.0	0.0	0.24	0.08	0.0	0.0	0.0
Adcy5	1.16	1.47	0.53	0.11	4.79	0.27	0.5	0.04	0.1	0.03
Snx20	6.45	0.89	3.42	0.35	0.69	2.14	2.79	32.55	18.27	42.8
Agmat	0.12	0.07	0.17	0.07	0.0	0.09	0.06	0.0	0.15	0.09
Adcy6	88.06	116.42	73.93	141.63	142.49	47.08	74.53	1.43	18.37	8.9
Snx29	4.0	5.68	2.25	5.12	6.09	5.94	3.87	8.18	6.52	7.63
Adcy9	14.59	29.68	14.75	38.27	40.28	8.31	11.04	2.18	1.2	2.74
Rmi2	4.18	4.16	5.47	7.28	3.18	3.08	4.18	2.87	3.48	5.27
Armc2	1.07	0.36	0.22	0.09	0.92	0.08	1.23	0.03	0.88	0.1
Armc1	17.84	19.03	27.61	23.47	22.26	23.57	19.8	9.35	12.54	16.42
Tex16	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
Tex15	0.76	0.51	0.19	0.14	0.82	0.24	0.61	8.53	2.23	7.88
Gpat4	29.4	32.32	33.12	34.09	39.26	27.35	34.89	25.74	22.56	25.16
Armc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tex14	0.13	0.02	0.2	0.54	0.26	0.2	0.81	0.27	0.15	0.15
Rmi1	10.57	13.12	16.63	17.92	11.32	12.09	7.82	10.64	10.48	11.87
Armc3	0.35	0.6	0.19	0.23	0.35	0.2	0.35	1.77	1.1	1.56
Snx25	11.85	15.17	16.15	15.55	23.28	14.42	18.82	17.4	14.79	10.37
Armc6	11.65	10.56	11.18	12.64	14.12	10.97	7.19	2.58	4.01	5.01
